WeightClass,Winner,Outcome,Loser,Method,Round,Time,Notes,Card,Winner_url,Loser_url,wiki_url,event_order,Method_Cleaned,Card_Cleaned,Winner_Cleaned,Loser_Cleaned,Champion,Interim_Champion
Women's Bantamweight,Jessica Eye,def,Leslie Smith,TKO (doctor stoppage),2,1:30,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Jessica_Eye,https://en.wikipedia.org/wiki/Leslie_Smith_(fighter),https://en.wikipedia.org/wiki/UFC_180,8,KO,Prelim,Jessica Eye,Leslie Smith,,
Featherweight,Gabriel Benítez,def,Humberto Brown,Technical Submission (standing guillotine choke),3,0:30,Brown had 1 point deducted in round 2 due to repeated hits to the groin.,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Gabriel_Ben%C3%ADtez,,https://en.wikipedia.org/wiki/UFC_180,9,Sub,Prelim,Gabriel Benítez,Humberto Brown,,
Bantamweight,Henry Briones,def,Guido Cannetti,Submission (rear-naked choke),2,1:44,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Henry_Briones,https://en.wikipedia.org/wiki/Guido_Cannetti,https://en.wikipedia.org/wiki/UFC_180,10,Sub,Prelim,Henry Briones,Guido Cannetti,,
Bantamweight,Marco Beltrán,def,Marlon Vera,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Marco_Beltr%C3%A1n,https://en.wikipedia.org/wiki/Marlon_Vera_(fighter),https://en.wikipedia.org/wiki/UFC_180,11,Unanimous Decision,Prelim,Marco Beltrán,Marlon Vera,,
Light Heavyweight,Ovince Saint Preux,def,Maurício Rua,TKO (punches),1,0:34,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Ovince_Saint_Preux,https://en.wikipedia.org/wiki/Maur%C3%ADcio_Rua,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Saint_Preux,1,KO,Main Event,Ovince Saint Preux,Maurício Rua,,
Welterweight,Warlley Alves,def,Alan Jouban,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Warlley_Alves,https://en.wikipedia.org/wiki/Alan_Jouban,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Saint_Preux,2,Unanimous Decision,Main Event,Warlley Alves,Alan Jouban,,
Welterweight,Cláudio Silva,def,Leon Edwards,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Cl%C3%A1udio_Silva,https://en.wikipedia.org/wiki/Leon_Edwards,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Saint_Preux,3,Split Decision,Main Event,Cláudio Silva,Leon Edwards,,
Welterweight,Dhiego Lima,def,Jorge de Oliveira,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Dhiego_Lima,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Saint_Preux,4,Unanimous Decision,Main Event,Dhiego Lima,Jorge de Oliveira,,
Women's Strawweight,Juliana Lima,def,Nina Ansaroff,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Juliana_Lima,https://en.wikipedia.org/wiki/Nina_Ansaroff,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Saint_Preux,5,Unanimous Decision,Main Event,Juliana Lima,Nina Ansaroff,,
Featherweight,Diego Rivas,def,Rodolfo Rubio,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card (Fox Sports 2),https://en.wikipedia.org/wiki/Diego_Rivas_(fighter),,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Saint_Preux,6,Unanimous Decision,Prelim,Diego Rivas,Rodolfo Rubio,,
Middleweight,Caio Magalhães,def,Trevor Smith,KO (knee and punches),1,0:31,,Preliminary card (Fox Sports 2),https://en.wikipedia.org/wiki/Caio_Magalh%C3%A3es,https://en.wikipedia.org/wiki/Trevor_Smith_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Saint_Preux,7,KO,Prelim,Caio Magalhães,Trevor Smith,,
Lightweight,Leandro Silva,def,Charlie Brenneman,Submission (rear-naked choke),1,4:15,,Preliminary card (Fox Sports 2),https://en.wikipedia.org/wiki/Leandro_Silva_(mixed_martial_artist),https://en.wikipedia.org/wiki/Charlie_Brenneman,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Saint_Preux,8,Sub,Prelim,Leandro Silva,Charlie Brenneman,,
Bantamweight,Thomas Almeida,def,Tim Gorman,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary card (Fox Sports 2),https://en.wikipedia.org/wiki/Thomas_Almeida,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Saint_Preux,9,Unanimous Decision,Prelim,Thomas Almeida,Tim Gorman,,
Welterweight,Colby Covington,def,Wagner Silva,Submission (rear-naked choke),3,3:26,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Colby_Covington,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Saint_Preux,10,Sub,Prelim,Colby Covington,Wagner Silva,,
Middleweight,Luke Rockhold,def,Michael Bisping,Submission (guillotine choke),2,0:57,,Fight card (UFC Fight Pass),https://en.wikipedia.org/wiki/Luke_Rockhold,https://en.wikipedia.org/wiki/Michael_Bisping,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Bisping,1,Sub,,Luke Rockhold,Michael Bisping,,
Lightweight,Al Iaquinta,def,Ross Pearson,TKO (punches),2,1:39,,Fight card (UFC Fight Pass),https://en.wikipedia.org/wiki/Al_Iaquinta,https://en.wikipedia.org/wiki/Ross_Pearson,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Bisping,2,KO,,Al Iaquinta,Ross Pearson,,
Middleweight,Robert Whittaker,def,Clint Hester,TKO (knee and punches),2,2:43,,Fight card (UFC Fight Pass),https://en.wikipedia.org/wiki/Robert_Whittaker_(fighter),https://en.wikipedia.org/wiki/Clint_Hester,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Bisping,3,KO,,Robert Whittaker,Clint Hester,,
Heavyweight,Soa Palelei,def,Walt Harris,TKO (punches),2,4:49,,Fight card (UFC Fight Pass),https://en.wikipedia.org/wiki/Soa_Palelei,https://en.wikipedia.org/wiki/Walt_Harris_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Bisping,4,KO,,Soa Palelei,Walt Harris,,
Lightweight,Jake Matthews,def,Vagner Rocha,Technical Submission (rear-naked choke),2,1:52,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Jake_Matthews_(fighter),https://en.wikipedia.org/wiki/Vagner_Rocha,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Bisping,5,Sub,Prelim,Jake Matthews,Vagner Rocha,,
Light Heavyweight,Anthony Perosh,def,Guto Inocente,Submission (rear-naked choke),1,3:46,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Anthony_Perosh,https://en.wikipedia.org/wiki/Guto_Inocente,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Bisping,6,Sub,Prelim,Anthony Perosh,Guto Inocente,,
Middleweight,Sam Alvey,def,Dylan Andrews,KO (punches),1,2:16,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Sam_Alvey,https://en.wikipedia.org/wiki/Dylan_Andrews,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Bisping,7,KO,Prelim,Sam Alvey,Dylan Andrews,,
Flyweight,Louis Smolka,def,Richie Vaculik,TKO (side kick and punches),3,0:18,"Smolka did not make the 126 pound flyweight limit, weighing in at 127 pounds.",Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Louis_Smolka,https://en.wikipedia.org/wiki/Richie_Vaculik,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Bisping,8,KO,Prelim,Louis Smolka,Richie Vaculik,,
Welterweight,Chris Clements,def,Vik Grujic,TKO (punches),1,3:06,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Chris_Clements_(fighter),https://en.wikipedia.org/wiki/Vik_Grujic,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Bisping,9,KO,Prelim,Chris Clements,Vik Grujic,,
Middleweight,Dan Kelly,def,Luke Zachrich,Submission (kimura),1,4:27,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Dan_Kelly_(judoka),https://en.wikipedia.org/wiki/Luke_Zachrich,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Bisping,10,Sub,Prelim,Dan Kelly,Luke Zachrich,,
Bantamweight,Marcus Brimage,def,Jumabieke Tuerxun,KO (head kick),1,2:58,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Marcus_Brimage,https://en.wikipedia.org/wiki/Jumabieke_Tuerxun,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Bisping,11,KO,Prelim,Marcus Brimage,Jumabieke Tuerxun,,
Featherweight,José Aldo (c),def,Chad Mendes,"Decision (unanimous) (49–46,  49–46, 49–46)",5,5:00,For the UFC Featherweight Championship.,Main card,https://en.wikipedia.org/wiki/Jos%C3%A9_Aldo,https://en.wikipedia.org/wiki/Chad_Mendes,https://en.wikipedia.org/wiki/UFC_179,1,Unanimous Decision,Main Event,José Aldo,Chad Mendes,José Aldo,
Light Heavyweight,Phil Davis,def,Glover Teixeira,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main card,https://en.wikipedia.org/wiki/Phil_Davis_(fighter),https://en.wikipedia.org/wiki/Glover_Teixeira,https://en.wikipedia.org/wiki/UFC_179,2,Unanimous Decision,Main Event,Phil Davis,Glover Teixeira,,
Light Heavyweight,Fábio Maldonado,def,Hans Stringer,TKO (punches),2,4:06,,Main card,https://en.wikipedia.org/wiki/F%C3%A1bio_Maldonado,https://en.wikipedia.org/wiki/Hans_Stringer,https://en.wikipedia.org/wiki/UFC_179,3,KO,Main Event,Fábio Maldonado,Hans Stringer,,
Featherweight,Darren Elkins,def,Lucas Martins,"Decision (split) (27–30, 30–27, 30–27)",3,5:00,,Main card,https://en.wikipedia.org/wiki/Darren_Elkins,https://en.wikipedia.org/wiki/Lucas_Martins,https://en.wikipedia.org/wiki/UFC_179,4,Split Decision,Main Event,Darren Elkins,Lucas Martins,,
Lightweight,Beneil Dariush,def,Carlos Diego Ferreira,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main card,https://en.wikipedia.org/wiki/Beneil_Dariush,https://en.wikipedia.org/wiki/Carlos_Diego_Ferreira,https://en.wikipedia.org/wiki/UFC_179,5,Unanimous Decision,Main Event,Beneil Dariush,Carlos Diego Ferreira,,
Welterweight,Neil Magny,def,William Macário,TKO (punches),3,2:40,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Neil_Magny,https://en.wikipedia.org/wiki/William_Mac%C3%A1rio,https://en.wikipedia.org/wiki/UFC_179,6,KO,Prelim,Neil Magny,William Macário,,
Lightweight,Yan Cabral,def,Naoyuki Kotani,Submission (rear-naked choke),2,3:06,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Yan_Cabral,https://en.wikipedia.org/wiki/Naoyuki_Kotani,https://en.wikipedia.org/wiki/UFC_179,7,Sub,Prelim,Yan Cabral,Naoyuki Kotani,,
Catchweight (128 lbs),Wilson Reis,def,Scott Jorgensen,Submission (arm-triangle choke),1,3:28,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Wilson_Reis,https://en.wikipedia.org/wiki/Scott_Jorgensen,https://en.wikipedia.org/wiki/UFC_179,8,Sub,Prelim,Wilson Reis,Scott Jorgensen,,
Featherweight,Andre Fili,def,Felipe Arantes,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Andre_Fili,https://en.wikipedia.org/wiki/Felipe_Arantes,https://en.wikipedia.org/wiki/UFC_179,9,Unanimous Decision,Prelim,Andre Fili,Felipe Arantes,,
Lightweight,Gilbert Burns,def,Christos Giagos,Submission (armbar),1,4:57,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Gilbert_Burns_(fighter),https://en.wikipedia.org/wiki/Christos_Giagos,https://en.wikipedia.org/wiki/UFC_179,10,Sub,Prelim,Gilbert Burns,Christos Giagos,,
Catchweight (158 lbs),Tony Martin,def,Fabrício Camões,Submission (kimura),1,4:16,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Tony_Martin_(fighter),https://en.wikipedia.org/wiki/Fabr%C3%ADcio_Cam%C3%B5es,https://en.wikipedia.org/wiki/UFC_179,11,Sub,Prelim,Tony Martin,Fabrício Camões,,
Welterweight,Rory MacDonald,def,Tarec Saffiedine,TKO (punches),3,1:28,,Main Card (FX),https://en.wikipedia.org/wiki/Rory_MacDonald_(fighter),https://en.wikipedia.org/wiki/Tarec_Saffiedine,https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Saffiedine,1,KO,Main Event,Rory MacDonald,Tarec Saffiedine,,
Bantamweight,Raphael Assunção,def,Bryan Caraway,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main Card (FX),https://en.wikipedia.org/wiki/Raphael_Assun%C3%A7%C3%A3o,https://en.wikipedia.org/wiki/Bryan_Caraway,https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Saffiedine,2,Unanimous Decision,Main Event,Raphael Assunção,Bryan Caraway,,
Lightweight,Chad Laprise,def,Yosdenis Cedeno,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main Card (FX),https://en.wikipedia.org/wiki/Chad_Laprise,https://en.wikipedia.org/wiki/Yosdenis_Cedeno,https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Saffiedine,3,Unanimous Decision,Main Event,Chad Laprise,Yosdenis Cedeno,,
Middleweight,Elias Theodorou,def,Bruno Santos,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Main Card (FX),https://en.wikipedia.org/wiki/Elias_Theodorou,https://en.wikipedia.org/wiki/Bruno_Santos,https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Saffiedine,4,Unanimous Decision,Main Event,Elias Theodorou,Bruno Santos,,
Welterweight,Nordine Taleb,def,Li Jingliang,"Decision (split) (28–29, 29–28, 30–27)",3,5:00,,Main Card (FX),https://en.wikipedia.org/wiki/Nordine_Taleb,https://en.wikipedia.org/wiki/Li_Jingliang,https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Saffiedine,5,Split Decision,Main Event,Nordine Taleb,Li Jingliang,,
Bantamweight,Mitch Gagnon,def,Roman Salazar,Submission (rear-naked choke),1,2:06,,Main Card (FX),https://en.wikipedia.org/wiki/Mitch_Gagnon,https://en.wikipedia.org/wiki/Roman_Salazar,https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Saffiedine,6,Sub,Main Event,Mitch Gagnon,Roman Salazar,,
Lightweight,Daron Cruickshank,def,Anthony Njokuani,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card (Fox Sports 2),https://en.wikipedia.org/wiki/Daron_Cruickshank,https://en.wikipedia.org/wiki/Anthony_Njokuani,https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Saffiedine,7,Unanimous Decision,Prelim,Daron Cruickshank,Anthony Njokuani,,
Lightweight,Olivier Aubin-Mercier,def,Jake Lindsey,Submission (inverted triangle kimura),2,3:22,,Preliminary card (Fox Sports 2),https://en.wikipedia.org/wiki/Olivier_Aubin-Mercier,https://en.wikipedia.org/wiki/Jake_Lindsey_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Saffiedine,8,Sub,Prelim,Olivier Aubin-Mercier,Jake Lindsey,,
Lightweight,Paul Felder,def,Jason Saggo,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Preliminary card (Fox Sports 2),https://en.wikipedia.org/wiki/Paul_Felder,https://en.wikipedia.org/wiki/Jason_Saggo,https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Saffiedine,9,Split Decision,Prelim,Paul Felder,Jason Saggo,,
Flyweight,Chris Kelades,def,Paddy Holohan,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary card (Fox Sports 2),https://en.wikipedia.org/wiki/Chris_Kelades,https://en.wikipedia.org/wiki/Paddy_Holohan,https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Saffiedine,10,Unanimous Decision,Prelim,Chris Kelades,Paddy Holohan,,
Welterweight,Albert Tumenov,def,Matt Dwyer,TKO (head kick and punch),1,1:03,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Albert_Tumenov,https://en.wikipedia.org/wiki/Matt_Dwyer_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Saffiedine,11,KO,Prelim,Albert Tumenov,Matt Dwyer,,
Bantamweight,Pedro Munhoz,vs,Jerrod Sanders,No Contest (overturned),1,0:39,Originally a submission (guillotine choke) win for Munhoz; Overturned after he tested positive for exogenous origin of testosterone metabolites.,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Pedro_Munhoz,https://en.wikipedia.org/wiki/Jerrod_Sanders,https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Saffiedine,12,,Prelim,Pedro Munhoz,Jerrod Sanders,,
Welterweight,Rick Story,def,Gunnar Nelson,"Decision (split) (47–48, 49–46, 50–44)",5,5:00,,Fight card (UFC Fight Pass),https://en.wikipedia.org/wiki/Rick_Story,https://en.wikipedia.org/wiki/Gunnar_Nelson_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nelson_vs._Story,1,Split Decision,,Rick Story,Gunnar Nelson,,
Featherweight,Max Holloway,def,Akira Corassani,TKO (punches),1,3:11,,Fight card (UFC Fight Pass),https://en.wikipedia.org/wiki/Max_Holloway,https://en.wikipedia.org/wiki/Akira_Corassani,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nelson_vs._Story,2,KO,,Max Holloway,Akira Corassani,,
Light Heavyweight,Jan Błachowicz,def,Ilir Latifi,TKO (body kick and punches),1,1:58,,Fight card (UFC Fight Pass),https://en.wikipedia.org/wiki/Jan_B%C5%82achowicz,https://en.wikipedia.org/wiki/Ilir_Latifi,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nelson_vs._Story,3,KO,,Jan Błachowicz,Ilir Latifi,,
Featherweight,Mike Wilkinson,def,Niklas Bäckström,KO (punches),1,1:19,,Fight card (UFC Fight Pass),https://en.wikipedia.org/wiki/Mike_Wilkinson_(fighter),https://en.wikipedia.org/wiki/Niklas_B%C3%A4ckstr%C3%B6m_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nelson_vs._Story,4,KO,,Mike Wilkinson,Niklas Bäckström,,
Middleweight,Magnus Cedenblad,def,Scott Askham,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Magnus_Cedenblad,https://en.wikipedia.org/wiki/Scott_Askham,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nelson_vs._Story,5,Unanimous Decision,Prelim,Magnus Cedenblad,Scott Askham,,
Welterweight,Nico Musoke,def,Alexander Yakovlev,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Nico_Musoke,https://en.wikipedia.org/wiki/Alexander_Yakovlev_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nelson_vs._Story,6,Unanimous Decision,Prelim,Nico Musoke,Alexander Yakovlev,,
Featherweight,Dennis Siver,def,Charles Rosa,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Dennis_Siver,https://en.wikipedia.org/wiki/Charles_Rosa,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nelson_vs._Story,7,Unanimous Decision,Prelim,Dennis Siver,Charles Rosa,,
Welterweight,Cathal Pendred,def,Gasan Umalatov,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Cathal_Pendred,https://en.wikipedia.org/wiki/Gasan_Umalatov,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nelson_vs._Story,8,Split Decision,Prelim,Cathal Pendred,Gasan Umalatov,,
Middleweight,Krzysztof Jotko,def,Tor Troéng,"Decision (unanimous) (30–27, 30–26, 30–27)",3,5:00,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Krzysztof_Jotko,https://en.wikipedia.org/wiki/Tor_Tro%C3%A9ng,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nelson_vs._Story,9,Unanimous Decision,Prelim,Krzysztof Jotko,Tor Troéng,,
Lightweight,Mairbek Taisumov,def,Marcin Bandel,TKO (punches),1,1:01,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Mairbek_Taisumov,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nelson_vs._Story,10,KO,Prelim,Mairbek Taisumov,Marcin Bandel,,
Featherweight,Zubaira Tukhugov,def,Ernest Chavez,TKO (punches),1,4:21,,Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Zubaira_Tukhugov,https://en.wikipedia.org/wiki/Ernest_Chavez_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nelson_vs._Story,11,KO,Prelim,Zubaira Tukhugov,Ernest Chavez,,
Flyweight,Demetrious Johnson (c),def,Chris Cariaso,Submission (kimura),2,2:29,For the UFC Flyweight Championship.,Main card,https://en.wikipedia.org/wiki/Demetrious_Johnson_(fighter),https://en.wikipedia.org/wiki/Chris_Cariaso,https://en.wikipedia.org/wiki/UFC_178,1,Sub,Main Event,Demetrious Johnson,Chris Cariaso,Demetrious Johnson,
Lightweight,Donald Cerrone,def,Eddie Alvarez,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Main card,https://en.wikipedia.org/wiki/Donald_Cerrone,https://en.wikipedia.org/wiki/Eddie_Alvarez,https://en.wikipedia.org/wiki/UFC_178,2,Unanimous Decision,Main Event,Donald Cerrone,Eddie Alvarez,,
Featherweight,Conor McGregor,def,Dustin Poirier,TKO (punches),1,1:46,,Main card,https://en.wikipedia.org/wiki/Conor_McGregor,https://en.wikipedia.org/wiki/Dustin_Poirier,https://en.wikipedia.org/wiki/UFC_178,3,KO,Main Event,Conor McGregor,Dustin Poirier,,
Middleweight,Yoel Romero,def,Tim Kennedy,TKO (punches),3,0:58,,Main card,https://en.wikipedia.org/wiki/Yoel_Romero,https://en.wikipedia.org/wiki/Tim_Kennedy_(fighter),https://en.wikipedia.org/wiki/UFC_178,4,KO,Main Event,Yoel Romero,Tim Kennedy,,
Women's Bantamweight,Cat Zingano,def,Amanda Nunes,TKO (elbows and punches),3,1:21,,Main card,https://en.wikipedia.org/wiki/Cat_Zingano,https://en.wikipedia.org/wiki/Amanda_Nunes,https://en.wikipedia.org/wiki/UFC_178,5,KO,Main Event,Cat Zingano,Amanda Nunes,,
Bantamweight,Dominick Cruz,def,Takeya Mizugaki,KO (punches),1,1:01,This bout aired on the broadcast following the Johnson vs Cariaso bout.,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Dominick_Cruz,https://en.wikipedia.org/wiki/Takeya_Mizugaki,https://en.wikipedia.org/wiki/UFC_178,6,KO,Prelim,Dominick Cruz,Takeya Mizugaki,,
Lightweight,Jorge Masvidal,def,James Krause,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Jorge_Masvidal,https://en.wikipedia.org/wiki/James_Krause_(fighter),https://en.wikipedia.org/wiki/UFC_178,7,Unanimous Decision,Prelim,Jorge Masvidal,James Krause,,
Welterweight,Stephen Thompson,def,Patrick Côté,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Stephen_Thompson_(fighter),https://en.wikipedia.org/wiki/Patrick_C%C3%B4t%C3%A9_(fighter),https://en.wikipedia.org/wiki/UFC_178,8,Unanimous Decision,Prelim,Stephen Thompson,Patrick Côté,,
