Winner_Cleaned,Loser_Cleaned,wiki_url,fighter1,fighter2,bestfightodds_winner,bestfightodds_loser,WeightClass,Winner,Outcome,Loser,Method,Round,Time,Notes,Card,Winner_url,Loser_url,event_order,Method_Cleaned,Card_Cleaned,Champion,Interim_Champion,fight_odds_url,Card_Date,#,Event
Kamaru Usman,Rafael dos Anjos,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavy_Hitters#The_Ultimate_Fighter_28_Finale,Kamaru Usman,Rafael Dos Anjos,Kamaru Usman,Rafael Dos Anjos,Welterweight,Kamaru Usman,def,Rafael dos Anjos,"Decision (unanimous) (50–43, 49–45, 48–47)",5.0,5:00,,Main card (Fox Sports 1),https://en.wikipedia.org/wiki/Kamaru_Usman,https://en.wikipedia.org/wiki/Rafael_dos_Anjos,1,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,2018-11-30,459,The Ultimate Fighter: Heavy Hitters Finale
Macy Chiasson,Pannie Kianzad,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavy_Hitters#The_Ultimate_Fighter_28_Finale,Macy Chiasson,Pannie Kianzad,Macy Chiasson,Pannie Kianzad,Women's Featherweight,Macy Chiasson,def,Pannie Kianzad,Submission (rear-naked choke),2.0,2:11,The Ultimate Fighter 28 Women's Featherweight tournament final.,Main card (Fox Sports 1),https://en.wikipedia.org/wiki/Macy_Chiasson,https://en.wikipedia.org/wiki/Pannie_Kianzad,3,Sub,Main Event,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,2018-11-30,459,The Ultimate Fighter: Heavy Hitters Finale
Antonina Shevchenko,Ji Yeon Kim,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavy_Hitters#The_Ultimate_Fighter_28_Finale,Antonina Shevchenko,Ji Yeon Kim,Antonina Shevchenko,Ji Yeon Kim,Catchweight (130.5 lbs),Antonina Shevchenko,def,Ji Yeon Kim,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Main card (Fox Sports 1),https://en.wikipedia.org/wiki/Antonina_Shevchenko,https://en.wikipedia.org/wiki/Ji_Yeon_Kim,6,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,2018-11-30,459,The Ultimate Fighter: Heavy Hitters Finale
Kevin Aguilar,Rick Glenn,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavy_Hitters#The_Ultimate_Fighter_28_Finale,Kevin Aguilar,Rick Glenn,Kevin Aguilar,Rick Glenn,Catchweight (148.5 lbs),Kevin Aguilar,def,Rick Glenn,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Kevin_Aguilar,https://en.wikipedia.org/wiki/Rick_Glenn,7,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,2018-11-30,459,The Ultimate Fighter: Heavy Hitters Finale
Maurice Greene,Michel Batista,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavy_Hitters#The_Ultimate_Fighter_28_Finale,Maurice Greene,Michel Batista,Maurice Greene,Michel Batista,Heavyweight,Maurice Greene,def,Michel Batista,Submission (triangle choke),1.0,2:14,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Maurice_Greene_(fighter),https://en.wikipedia.org/wiki/Michel_Batista_(wrestler),9,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,2018-11-30,459,The Ultimate Fighter: Heavy Hitters Finale
Pedro Munhoz,Bryan Caraway,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavy_Hitters#The_Ultimate_Fighter_28_Finale,Bryan Caraway,Pedro Munhoz,Pedro Munhoz,Bryan Caraway,Bantamweight,Pedro Munhoz,def,Bryan Caraway,TKO (body kick and punches),1.0,2:39,,Main card (Fox Sports 1),https://en.wikipedia.org/wiki/Pedro_Munhoz,https://en.wikipedia.org/wiki/Bryan_Caraway,4,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,2018-11-30,459,The Ultimate Fighter: Heavy Hitters Finale
Edmen Shahbazyan,Darren Stewart,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavy_Hitters#The_Ultimate_Fighter_28_Finale,Darren Stewart,Edmen Shahbazyan,Edmen Shahbazyan,Darren Stewart,Middleweight,Edmen Shahbazyan,def,Darren Stewart,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,,Main card (Fox Sports 1),https://en.wikipedia.org/wiki/Edmen_Shahbazyan,https://en.wikipedia.org/wiki/Darren_Stewart_(fighter),5,Split Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,2018-11-30,459,The Ultimate Fighter: Heavy Hitters Finale
Joseph Benavidez,Alex Perez,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavy_Hitters#The_Ultimate_Fighter_28_Finale,Alex Perez,Joseph Benavidez,Joseph Benavidez,Alex Perez,Flyweight,Joseph Benavidez,def,Alex Perez,TKO (punches),1.0,4:19,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Joseph_Benavidez,https://en.wikipedia.org/wiki/Alex_Perez_(fighter),8,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,2018-11-30,459,The Ultimate Fighter: Heavy Hitters Finale
Roosevelt Roberts,Darrell Horcher,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavy_Hitters#The_Ultimate_Fighter_28_Finale,Darrell Horcher,Roosevelt Roberts,Roosevelt Roberts,Darrell Horcher,Lightweight,Roosevelt Roberts,def,Darrell Horcher,Submission (guillotine choke),1.0,4:50,,Early Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Roosevelt_Roberts,https://en.wikipedia.org/wiki/Darrell_Horcher,11,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,2018-11-30,459,The Ultimate Fighter: Heavy Hitters Finale
Tim Means,Ricky Rainey,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavy_Hitters#The_Ultimate_Fighter_28_Finale,Ricky Rainey,Tim Means,Tim Means,Ricky Rainey,Welterweight,Tim Means,def,Ricky Rainey,TKO (punches),1.0,1:18,,Early Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Tim_Means,https://en.wikipedia.org/wiki/Ricky_Rainey,12,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,2018-11-30,459,The Ultimate Fighter: Heavy Hitters Finale
Raoni Barcelos,Chris Gutiérrez,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavy_Hitters#The_Ultimate_Fighter_28_Finale,Chris Gutierrez,Raoni Barcelos,Raoni Barcelos,Chris Gutierrez,Bantamweight,Raoni Barcelos,def,Chris Gutiérrez,Submission (rear-naked choke),2.0,4:12,,Early Preliminary card (UFC Fight Pass),https://en.wikipedia.org/wiki/Raoni_Barcelos,https://en.wikipedia.org/wiki/Chris_Guti%C3%A9rrez_(fighter),13,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,2018-11-30,459,The Ultimate Fighter: Heavy Hitters Finale
Leah Letson,Julija Stoliarenko,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavy_Hitters#The_Ultimate_Fighter_28_Finale,Julia Stoliarenko,Leah Letson,Leah Letson,Julia Stoliarenko,Women's Featherweight,Leah Letson,def,Julija Stoliarenko,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,,Preliminary card (Fox Sports 1),,https://en.wikipedia.org/wiki/Julija_Stoliarenko,10,Split Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,2018-11-30,459,The Ultimate Fighter: Heavy Hitters Finale
Juan Espino Dieppa,Justin Frazier,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavy_Hitters#The_Ultimate_Fighter_28_Finale,Juan Espino,Justin Frazier,Juan Espino,Justin Frazier,Heavyweight,Juan Espino Dieppa,def,Justin Frazier,Submission (straight armlock),1.0,3:36,The Ultimate Fighter 28 Heavyweight tournament final.,Main card (Fox Sports 1),,,2,Sub,Main Event,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-28-finale-dos-anjos-vs-usman-1586,2018-11-30,459,The Ultimate Fighter: Heavy Hitters Finale
Cynthia Calvillo,Poliana Botelho,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magny_vs._Ponzinibbio,Cynthia Calvillo,Poliana Botelho,Cynthia Calvillo,Poliana Botelho,Catchweight (118 lbs),Cynthia Calvillo,def,Poliana Botelho,Submission (rear-naked choke),1.0,4:48,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Cynthia_Calvillo,https://en.wikipedia.org/wiki/Poliana_Botelho,6,Sub,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,2018-11-17,457,UFC Fight Night: Magny vs. Ponzinibbio
Alexandre Pantoja,Ulka Sasaki,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magny_vs._Ponzinibbio,Alexandre Pantoja,Ulka Sasaki,Alexandre Pantoja,Ulka Sasaki,Flyweight,Alexandre Pantoja,def,Ulka Sasaki,Submission (rear-naked choke),1.0,2:18,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Alexandre_Pantoja,https://en.wikipedia.org/wiki/Ulka_Sasaki,8,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,2018-11-17,457,UFC Fight Night: Magny vs. Ponzinibbio
Austin Arnett,Humberto Bandenay,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magny_vs._Ponzinibbio,Austin Arnett,Humberto Bandenay,Austin Arnett,Humberto Bandenay,Featherweight,Austin Arnett,def,Humberto Bandenay,"Decision (unanimous) (29–28, 29–27, 29–27)",3.0,5:00,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Austin_Arnett,https://en.wikipedia.org/wiki/Humberto_Bandenay,9,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,2018-11-17,457,UFC Fight Night: Magny vs. Ponzinibbio
Santiago Ponzinibbio,Neil Magny,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magny_vs._Ponzinibbio,Neil Magny,Santiago Ponzinibbio,Santiago Ponzinibbio,Neil Magny,Welterweight,Santiago Ponzinibbio,def,Neil Magny,KO (punch),4.0,2:36,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Santiago_Ponzinibbio,https://en.wikipedia.org/wiki/Neil_Magny,1,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,2018-11-17,457,UFC Fight Night: Magny vs. Ponzinibbio
Ricardo Lamas,Darren Elkins,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magny_vs._Ponzinibbio,Darren Elkins,Ricardo Lamas,Ricardo Lamas,Darren Elkins,Featherweight,Ricardo Lamas,def,Darren Elkins,TKO (elbows and punches),3.0,4:09,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Ricardo_Lamas,https://en.wikipedia.org/wiki/Darren_Elkins,2,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,2018-11-17,457,UFC Fight Night: Magny vs. Ponzinibbio
Ian Heinisch,Cezar Ferreira,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magny_vs._Ponzinibbio,Cezar Ferreira,Ian Heinisch,Ian Heinisch,Cezar Ferreira,Middleweight,Ian Heinisch,def,Cezar Ferreira,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Ian_Heinisch,https://en.wikipedia.org/wiki/Cezar_Ferreira,4,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,2018-11-17,457,UFC Fight Night: Magny vs. Ponzinibbio
Marlon Vera,Guido Cannetti,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magny_vs._Ponzinibbio,Guido Cannetti,Marlon Vera,Marlon Vera,Guido Cannetti,Bantamweight,Marlon Vera,def,Guido Cannetti,Submission (rear-naked choke),2.0,1:31,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Marlon_Vera_(fighter),https://en.wikipedia.org/wiki/Guido_Cannetti,5,Sub,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,2018-11-17,457,UFC Fight Night: Magny vs. Ponzinibbio
Michel Prazeres,Bartosz Fabiński,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magny_vs._Ponzinibbio,Bartosz Fabinski,Michel Prazeres,Michel Prazeres,Bartosz Fabinski,Welterweight,Michel Prazeres,def,Bartosz Fabiński,Submission (guillotine choke),1.0,1:02,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Michel_Prazeres,https://en.wikipedia.org/wiki/Bartosz_Fabi%C5%84ski,7,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,2018-11-17,457,UFC Fight Night: Magny vs. Ponzinibbio
Laureano Staropoli,Hector Aldana,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magny_vs._Ponzinibbio,Hector Aldana,Laureano Staropoli,Laureano Staropoli,Hector Aldana,Welterweight,Laureano Staropoli,def,Hector Aldana,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Laureano_Staropoli,,10,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,2018-11-17,457,UFC Fight Night: Magny vs. Ponzinibbio
Jesus Pinedo,Devin Powell,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magny_vs._Ponzinibbio,Devin Powell,Jesus Pinedo,Jesus Pinedo,Devin Powell,Lightweight,Jesus Pinedo,def,Devin Powell,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,,Early Preliminary Card (UFC Fight Pass),,https://en.wikipedia.org/wiki/Devin_Powell,11,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,2018-11-17,457,UFC Fight Night: Magny vs. Ponzinibbio
Nad Narimani,Anderson dos Santos,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magny_vs._Ponzinibbio,Anderson Dos Santos,Nad Narimani,Nad Narimani,Anderson Dos Santos,Featherweight,Nad Narimani,def,Anderson dos Santos,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Early Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Nad_Narimani,,12,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,2018-11-17,457,UFC Fight Night: Magny vs. Ponzinibbio
Johnny Walker,Khalil Rountree Jr.,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magny_vs._Ponzinibbio,Johnny Walker,Khalil Rountree,Johnny Walker,Khalil Rountree,Light Heavyweight,Johnny Walker,def,Khalil Rountree Jr.,KO (elbow),1.0,1:57,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Johnny_Walker_(fighter),https://en.wikipedia.org/wiki/Khalil_Rountree_Jr.,3,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,2018-11-17,457,UFC Fight Night: Magny vs. Ponzinibbio
Donald Cerrone,Mike Perry,https://en.wikipedia.org/wiki/UFC_Fight_Night:_The_Korean_Zombie_vs._Rodr%C3%ADguez,Donald Cerrone,Mike Perry,Donald Cerrone,Mike Perry,Welterweight,Donald Cerrone,def,Mike Perry,Submission (armbar),1.0,4:46,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Donald_Cerrone,https://en.wikipedia.org/wiki/Mike_Perry_(fighter),2,Sub,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,2018-11-10,456,UFC Fight Night: The Korean Zombie vs. Rodríguez
Germaine de Randamie,Raquel Pennington,https://en.wikipedia.org/wiki/UFC_Fight_Night:_The_Korean_Zombie_vs._Rodr%C3%ADguez,Germaine de Randamie,Raquel Pennington,Germaine de Randamie,Raquel Pennington,Catchweight (138 lbs),Germaine de Randamie,def,Raquel Pennington,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Germaine_de_Randamie,https://en.wikipedia.org/wiki/Raquel_Pennington,3,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,2018-11-10,456,UFC Fight Night: The Korean Zombie vs. Rodríguez
Beneil Dariush,Thiago Moisés,https://en.wikipedia.org/wiki/UFC_Fight_Night:_The_Korean_Zombie_vs._Rodr%C3%ADguez,Beneil Dariush,Thiago Moises,Beneil Dariush,Thiago Moises,Lightweight,Beneil Dariush,def,Thiago Moisés,"Decision (unanimous) (30–25, 30–25, 30–26)",3.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Beneil_Dariush,,4,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,2018-11-10,456,UFC Fight Night: The Korean Zombie vs. Rodríguez
Bobby Moffett,Chas Skelly,https://en.wikipedia.org/wiki/UFC_Fight_Night:_The_Korean_Zombie_vs._Rodr%C3%ADguez,Bobby Moffett,Chas Skelly,Bobby Moffett,Chas Skelly,Featherweight,Bobby Moffett,def,Chas Skelly,Technical Submission (brabo choke),2.0,2:43,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Bobby_Moffett,https://en.wikipedia.org/wiki/Chas_Skelly,8,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,2018-11-10,456,UFC Fight Night: The Korean Zombie vs. Rodríguez
Davi Ramos,John Gunther,https://en.wikipedia.org/wiki/UFC_Fight_Night:_The_Korean_Zombie_vs._Rodr%C3%ADguez,Davi Ramos,John Gunther,Davi Ramos,John Gunther,Lightweight,Davi Ramos,def,John Gunther,Submission (rear-naked choke),1.0,1:57,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Davi_Ramos,,9,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,2018-11-10,456,UFC Fight Night: The Korean Zombie vs. Rodríguez
Devonte Smith,Julian Erosa,https://en.wikipedia.org/wiki/UFC_Fight_Night:_The_Korean_Zombie_vs._Rodr%C3%ADguez,Devonte Smith,Julian Erosa,Devonte Smith,Julian Erosa,Lightweight,Devonte Smith,def,Julian Erosa,KO (punches),1.0,0:46,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Devonte_Smith,,10,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,2018-11-10,456,UFC Fight Night: The Korean Zombie vs. Rodríguez
Eric Shelton,Joseph Morales,https://en.wikipedia.org/wiki/UFC_Fight_Night:_The_Korean_Zombie_vs._Rodr%C3%ADguez,Eric Shelton,Joseph Morales,Eric Shelton,Joseph Morales,Flyweight,Eric Shelton,def,Joseph Morales,"Decision (split) (29–28, 27–30, 30–27)",3.0,5:00,,Early Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Eric_Shelton_(fighter),,11,Split Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,2018-11-10,456,UFC Fight Night: The Korean Zombie vs. Rodríguez
Yair Rodríguez,Chan Sung Jung,https://en.wikipedia.org/wiki/UFC_Fight_Night:_The_Korean_Zombie_vs._Rodr%C3%ADguez,Chan Sung Jung,Yair Rodriguez,Yair Rodriguez,Chan Sung Jung,Featherweight,Yair Rodríguez,def,Chan Sung Jung,KO (elbow),5.0,4:59,Latest finish in UFC history.,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Yair_Rodr%C3%ADguez,https://en.wikipedia.org/wiki/Chan_Sung_Jung,1,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,2018-11-10,456,UFC Fight Night: The Korean Zombie vs. Rodríguez
Maycee Barber,Hannah Cifers,https://en.wikipedia.org/wiki/UFC_Fight_Night:_The_Korean_Zombie_vs._Rodr%C3%ADguez,Hannah Cifers,Maycee Barber,Maycee Barber,Hannah Cifers,Women's Strawweight,Maycee Barber,def,Hannah Cifers,TKO (punches),2.0,2:01,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Maycee_Barber,https://en.wikipedia.org/wiki/Hannah_Cifers,5,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,2018-11-10,456,UFC Fight Night: The Korean Zombie vs. Rodríguez
Ashley Yoder,Amanda Cooper,https://en.wikipedia.org/wiki/UFC_Fight_Night:_The_Korean_Zombie_vs._Rodr%C3%ADguez,Amanda Cooper,Ashley Yoder,Ashley Yoder,Amanda Cooper,Women's Strawweight,Ashley Yoder,def,Amanda Cooper,"Decision (split) (29–28, 27–30, 29–28)",3.0,5:00,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Ashley_Yoder,https://en.wikipedia.org/wiki/Amanda_Cooper,7,Split Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,2018-11-10,456,UFC Fight Night: The Korean Zombie vs. Rodríguez
Mark De La Rosa,Joby Sanchez,https://en.wikipedia.org/wiki/UFC_Fight_Night:_The_Korean_Zombie_vs._Rodr%C3%ADguez,Joby Sanchez,Mark de La Rosa,Mark de La Rosa,Joby Sanchez,Bantamweight,Mark De La Rosa,def,Joby Sanchez,"Decision (split) (29–28, 28–29, 30–27)",3.0,5:00,,Early Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Mark_De_La_Rosa,https://en.wikipedia.org/wiki/Joby_Sanchez,12,Split Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,2018-11-10,456,UFC Fight Night: The Korean Zombie vs. Rodríguez
Michael Trizano,Luis Peña,https://en.wikipedia.org/wiki/UFC_Fight_Night:_The_Korean_Zombie_vs._Rodr%C3%ADguez,Luis Pena,Mike Trizano,Mike Trizano,Luis Pena,Lightweight,Michael Trizano,def,Luis Peña,"Decision (split) (28–29, 29–28, 30–27)",3.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Michael_Trizano,https://en.wikipedia.org/wiki/Luis_Pe%C3%B1a_(fighter),6,Split Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,2018-11-10,456,UFC Fight Night: The Korean Zombie vs. Rodríguez
